//Index	Message
879	"Skill Damage: %d~%d"
880	"Mana Decrease: %d"
881	"Duration: %dseconds"
882	"Using accumulated stone"
883	"Stone Rush Mini Game is until the 21st"
884	"Free Auction Event is until the 15th"
885	"Can be accessed from the homepage"
886	"You have successfully registered."
887	"This serial number has already been registered."
888	"You have exceeded the max registration number."
889	"Wrong serial number."
890	"Unknown Error"
891	"Enter the 12 digit lucky number"
892	"written on the 100%% winning card."
893	"Enter the lucky number"
894	"Ex) AUS919DKL2J9"
895	"Lucky number registered"
896	"Leave at least one empty slot in your inventory."
897	"Lucky number registration period"
898	"Oct. 28, 2003 ~ Nov. 30"
899	"You have already registered."
900	"The stones that are registered at the Golden Archer"
901	"Oct. 28 ~ Nov. 4"
902	"1 Stone = 3,000 Zen"
903	"Stone Exchange"
904	"Register the lucky number on the 100%% winning card."
905	"Please check out the announcement on the official website on how to receive a 100%% winning card."
906	"Ring of Honor"
907	"Dark Stone"
908	"/DuelChallenge"
909	"/DuelCancel"
910	"You are challenged to a duel."
911	"Would you like to accept the challenge?"
912	"%s has accepted your challenge."
913	"%s has declined your challenge."
914	"The duel has been canceled."
915	"You cannot challenge, player is already in a duel."
916	"Please make sure to differentiate"
917	"Alphabet O and number 0, and Alphabet I and number 1"
918	"Obtained"
919	"Slide Help"
920	"4 shot skill (Mana: %d)"
921	"5 shot skill (Mana: %d)"
922	"Ring of Warrior"
923	"You can drop the ring when you reach level %d."
924	"Can be dropped after level %d"
925	"Ring of Wizard"
926	"Cannot Repair"
927	"Close (%s)"
928	"Ring of Warrior"
929	"Ring of glory"
930	"Quest: Unfinished"
931	"Quest: In Progress"
932	"Quest: Completed"
933	"Warp Command Window"
934	"Map"
935	"Resets"
936	"Cost"
937	"You must be in a party"
938	"Command Window"
939	"Command (D)"
940	"No space allowed in guild names"
941	"No symbols allowed in guild names"
942	"Reserved name"
943	"Trade"
944	"Party"
945	"Whisper"
946	"Guild"
947	"Add Friend"
948	"Follow"
949	"Duel"
950	"Increase strength +%d"
951	"Increase agility +%d"
952	"Increase energy +%d"
953	"Increase stamina +%d"
954	"Increase command +%d"
955	"Increase min. damage +%d"
956	"Increase max. damage +%d"
957	"Increase damage +%d"
958	"Increase damage success rate +%d"
959	"Increase defensive skill +%d"
960	"Increase max. life +%d"
961	"Increase max. mana +%d"
962	"Increase max. AG +%d"
963	"Increase AG increase rate +%d"
964	"Increase critical damage rate %d%%"
965	"Increase critical damage +%d"
966	"Increase excellent damage rate %d%%"
967	"Increase excellent damage +%d"
968	"Increase skill attacking rate +%d"
969	"Double damage rate %d%%"
970	"Ignore enemies defensive skill %d%%"
971	"%s Increase damage strength/%d"
972	"%s Increase damage agility/%d"
973	"%s Increase defensive skill agility/%d"
974	"%s Increase defensive skill stamina/%d"
975	"%s Increase Wizardry energy/%d"
976	"Ice attribute skill increase damage +%d"
977	"Poison attribute skill increase damage +%d"
978	"Lightning attribute skill increase damage +%d"
979	"Fire attribute skill increase damage +%d"
980	"Earth attribute skill increase damage +%d"
981	"Wind attribute skill increase damage +%d"
982	"Water attribute skill increase damage +%d"
983	"Increase damage when using two handed weapons +%d%%"
984	"Increase defensive skill when using shield weapons %d%%"
985	"Increase strength +%d"
986	"Increase agility +%d"
987	"Increase stamina +%d"
988	"Increase energy +%d"
989	"Set option"
990	"My Friend"
991	"Question"
992	"You cannot use the 'My Friend' function. Please select the upgraded window from the option menu."
993	"Invite"
994	"Talking: "
995	"*Offline* "
996	"Close Invitation"
997	"Wheel Button: Zoom In/Out"
998	"Left Click: Rotation"
999	"Right Click: Default"
1000	"Receiver: "
1001	"Send"
1002	"Close"
1003	"Prev. Action"
1004	"Next Action"
1005	"Title: "
1006	"Enter the name of the receiver."
1007	"Enter the title."
1008	"Enter your message."
1009	"Do you wish to quit writing this letter?"
1010	"Reply"
1011	"Delete"
1012	"Previous"
1013	"Next"
1014	"Sender: %s (%s %s)"
1015	"Write"
1016	"Re: %s"
1017	"Are you sure you want to delete the letter?"
1018	"Add Friend"
1019	"Delete Friend"
1020	"Chat"
1021	" Friend's Name "
1022	"Server"
1023	"Enter the ID of the friend you'd like to add"
1024	"Do you really wish to delete this friend?"
1025	"Hide All"
1026	"Window Title"
1027	"Read"
1028	" Sender "
1029	" Date Rcvd."
1030	" Title "
1031	"Select the letter you'd like to delete"
1032	"Friends List"
1033	"Window List"
1034	"Letter Box"
1035	"Refuse Chat"
1036	"If you refuse chat, all chat windows will close!"
1037	"Yes"
1038	"No"
1039	"Offline"
1040	"Waiting"
1041	"Cannot Use"
1042	" %2d Server"
1043	"Friend (F)"
1044	"F5(Right Click): Chat window"
1045	"F6: Hide window"
1046	"Letter has been sent (cost: %d zen)"
1047	"ID does not exist."
1048	"You cannot add more. Please delete to add."
1049	"is already registered."
1050	"You cannot register your own ID."
1051	"has requested to list you as a friend."
1052	"Couldn't delete."
1053	"The letter could not be sent. Please try again."
1054	"Read letter: %s"
1055	"Couldn't delete letter."
1056	"User is offline."
1057	"has been invited."
1058	"Chat room is full."
1059	"has entered."
1060	"has left."
1061	"The letter can't be sent because the receiver's mail box is full."
1062	"New mail has arrived."
1063	"New message has arrived."
1064	"Either the receiver does not exist or there is no mail box."
1065	"You cannot send a letter to yourself."
1066	"Connection Error: Reopening Friend window to reconnect."
1067	"You must be at least level 6 to use the 'My Friend' function."
1068	"The other character must be over level 6."
1069	"The conversation cannot continue."
1070	"The chat server is now unavailable."
1071	"Write letter (Cost: %d zen)"
1072	"%d letters are saved in your mailbox (Max: %d)"
1073	"Your mailbox is full. You must delete letters to receive new ones."
1074	"You have reached the maximum number of friends you can list."
1075	"The friend's status will be displayed as [Offline] until both parties are registered as friends"
1076	"This game may be inappropriate for the users below age 12, thus requires the guardian's direction and supervision."
1077	" This game may be inappropriate for the users below age 15, thus requires the guardian's direction and supervision."
1078	" This game may be inappropriate for the users below age 18, thus requires the guardian's direction and supervision."
1079	"Reserve: My Friend"
1080	"Ice attribute"
1081	"Poison attribute"
1082	"Lightning attribute"
1083	"Fire attribute"
1084	"Earth attribute"
1085	"Wind attribute"
1086	"Water attribute"
1087	"Max mana increased by %d%%"
1088	"Max AG increased by %d%%"
1089	"Set"
1090	"Ancient Metal"
1091	"Register Stone of Friendship"
1092	"Acquired Stone of Friendship"
1093	"Registered Stone of Friendship"
1094	"Register your Stones of Friendship"
1095	"You can register them from "
1096	"to "
1097	""
1098	"Stone of Friendship"
1099	"Used in the My Friend event."
1100	"Do you want to buy an item?"
1101	"Right click for price setting"
1102	"Personal store"
1103	"Still opening"
1104	"[Store] "
1105	"Enter the store name"
1106	"Apply"
1107	"Open"
1108	"Closed"
1109	"Venda de Itens"
1110	"Price of the item purchased"
1111	"Please verify."
1112	"Already in the personal store"
1113	"Cancel sold item"
1114	"Cancel purchased item"
1115	"Can't be returned."
1116	"Can't be refunded."
1117	"/Personal store"
1118	"/Buy"
1119	"There's no store name or item price."
1120	"Store is not open at the moment."
1121	"Store can't be opened."
1122	"Item was sold to %s."
1123	"Only above level %d can use."
1124	"Buy"
1125	"Open personal store(S)"
1126	"The other character has closed the store."
1127	"Close personal store(S)"
1128	"Enter store name."
1129	"Enter selling price."
1130	"Wrong store name."
1131	"Do you want to open a store?"
1132	"Selling price : %s zen "
1133	"Do you want to sell item at this price?"
1134	"All item trading"
1135	"can only be done using zen."
1136	"/View store on"
1137	"/View store off"
1138	"Can view personal store window."
1139	"Cannot view personal store window."
1140	"Quest"
1141	"Arena"
1142	"Castle"
1143	"Castle2"
1144	"Curse"
1145	"Devil Square"
1146	"Blood Castle"
1147	"Chaos Castle"
1148	"Feel the new Spirit of Guardian!!"
1150	"Can't be in Chaos Castle"
1151	"The spirit of the guard has been purified"
1152	"The quest"
1153	"Try again next time"
1154	""
1155	""
1156	"In %s, Currently [%d/%d] entered."
1157	"Right click to enter."
1158	"Disguise yourself with the Armor of Guardsman and infiltrate Chaos Castle!"
1159	"Please save the souls exploited by the demon, Kundun."
1160	"Get armor of guard from Wizard, Wandering Merchant and Craftsman NPC."
1161	"Character: ( %d/%d )"
1162	"Monster Kill count: %d"
1163	"Players Kill count: %d"
1164	"when %d "
1165	"Increase attribute damage"
1166	"Failed to purchase. Please try again."
1167	"Be a first Lord of the castle!!"
1168	"Join the castle party and get lots of prizes!!"
1169	"No pet"
1170	"Command: %d"
1171	"Only level %d above can do cloak mix."
1172	"Create cloak item"
1173	"Increase 150%% attack in Dark Spirit class"
1174	"Increase 2 attack scope in Dark Spirit class"
1175	"Update cloak item"
1176	"%d to Kalima"
1177	"You want to open the way to Kalima?"
1178	"It's not a correct level of magic stone"
1179	"Only the owner of magic stone and party members can enter"
1180	"Kundun mark +%d level"
1181	"%d / %d"
1182	"Can create lost map."
1183	"%d is lacking to create lost map."
1184	"Magic stone will appear when you throw it in the screen"
1185	"Can only be used during party"
1186	"Force wave skill (mana:%d)"
1187	"Dark horse"
1188	"Increase %d possible attack distance"
1189	"Earth shake skill (mana:%d)"
1190	"View detailed information"
1191	"Right click"
1192	"%dMonth %dDate %dYear"
1193	"Expiration date: %ddays left"
1194	"Can use in the store"
1195	"Has been used in the store"
1196	"Teleport scroll can be used when the player is standing still"
1197	"of "
1198	"Automatic PK has been set."
1199	"Automatic PK has been removed."
1200	"Force Wave"
1201	"Dark Lord exclusive skill"
1202	"Hi"
1203	"%s what is your command?"
1204	"Restore life (durability)"
1205	"Resurrect spirit"
1206	"Upgrade"
1207	"Please exit after closing the mix window."
1208	"Resurrection failed."
1209	"Resurrection successful."
1210	"Long spear skill (mana:%d)"
1211	"Drop the item and exit."
1212	"Resurrection"
1213	"Item inappropriate for %s"
1214	"Dark Raven"
1215	"Used in Dark Horse resurrection"
1216	"Used in Dark Raven resurrection"
1217	"Pet"
1218	"Commands"
1219	"Basic action"
1220	"Random automatic attack"
1221	"Attack with owner"
1222	"Attack target"
1223	"Follow around the character."
1224	"Attack any monsters around the character."
1225	"Attack the monster together with the character."
1226	"Attack the monster selected by the character."
1227	"Trainer"
1228	"Select the pet to recover life"
1229	"Pet is not equipped."
1230	"Life has been recovered"
1231	"%s zen is lacking to recover life."
1232	"%s zen is required to recover life."
1233	"No %s."
1234	"Increase pet attack as %d%%"
1235	"Crest of monarch"
1236	"Used in cloak mix of monarch"
1237	"Check the details in pet information window"
1238	"Can't be used in the safe zone"
1239	"Attack"
1240	"The account has been teleported general character %d, Magic Gladiator %d"
1241	"Teleport character"
1242	"Magic Gladiator, Dark lord"
1243	"Character that can't be created"
1244	"If you need any assistance in game please find a GM..."
1245	"Killer is not allowed to enter"
1246	"Zen"
1250	"Alliance guild."
1251	"Hostile guild."
1252	"Guild alliance exists."
1253	"Hostile guild exists."
1254	"Guild alliance does not exist."
1255	"Hostile guild does not exist."
1256	"Guild score: %d"
1257	"To make the alliance,"
1258	"Face the guild master"
1259	"of desired guild for guild alliance"
1260	"Enter /alliance or Guild alliance "
1261	"button in command window."
1262	"If the opposite is not a guild"
1263	"alliance, opposite alliance should"
1264	"be the main alliance for creating"
1265	"guild alliance. Request the"
1266	"registration to opposite alliance,"
1267	"if the opposite is guild alliance."
1268	"Request has been cancelled."
1269	"This function is not activated."
1270	"Alliance master can't disband the guild."
1271	"Alliance master can't withdraw the guild."
1272	"Silver (Combined)"
1273	"Storm (Combined)"
1274	"Originates from ¡°Silver Hunter,¡± a nickname for Oswald, the greatest marksman on the entire continent. Always using silver arr"
1275	"Originates from ¡°Storm Knight,¡± a nickname for the Crusader hero Cloud. Legends speak of sweeping storms that arise in battle."
1280	"From %s, for a guild alliance"
1281	"Received a registration request"
1282	"Received a withdrawal request"
1283	"Approve?"
1284	"From %s, for a hostile guild"
1285	"Received cancellation request."
1286	"Received approval request."
1287	"Maximum no. of guild alliance is 7."
1288	"Prevent equipment drop"
1289	"Create and improve items for siege"
1290	"Sign of lord"
1291	"Use in siege registration"
1294	"Move to vault"
1295	"Alliance"
1296	"Alliance master"
1297	"Oppose"
1298	"Opposing master"
1299	"Opposing alliance master"
1300	"Master"
1301	"Assist. M."
1302	"Battle M."
1303	"Create guild"
1304	"Change guild mark"
1305	"Next"
1306	"Back"
1307	"Position"
1308	"Dissolve"
1309	"Release"
1310	"Guild member: %d"
1311	"Appoint as assistant guild master"
1312	"Appoint as a battle master"
1313	"Already belongs to guild alliance"
1314	"'%s'as a %s"
1315	"Do you want to appoint?"
1316	"Guild vault"
1317	"Used log"
1318	"Managing vault"
1319	"Page"
1320	"Not a guild master"
1321	"Hostility guild"
1322	"Suspend hostilities"
1323	"Announcement"
1324	"Disband guild alliance"
1325	"Withdraw guild alliance"
1326	"Can no longer be appointed"
1327	"Wrong appointment"
1328	"Failed"
1329	"Income"
1330	"Members"
1331	"Incomplete requirements for creating a guild alliance"
1332	"Guild creation date"
1333	"Not a master of guild alliance"
1334	"Select the vault to be managed"
1335	"Manage guild vault %d"
1336	"Item in"
1337	"Item out"
1338	"Deposit zen"
1339	"Withdraw zen"
1340	"Withdrawal limit"
1341	"Suspended"
1342	"Exclusive for guild master"
1343	"Above assistant guild master"
1344	"Above battle master"
1345	"All guild members"
1346	"Search vault log"
1347	"In"
1348	"Out"
1349	"Item"
1350	"Click item name"
1351	"To view the detailed information."
1352	"Alliance"
1353	"Not appropriate for guild alliance."
1354	"/Alliance"
1355	"Do not belong to the guild."
1356	"/Hostilities"
1357	"/Suspend hostilities"
1358	"Request to %s to join the guild alliance."
1359	"Request to %s to approve to be a hostile guild."
1360	"Request to %s cancel the status as a hostile guild."
1361	"None"
1362	"Guild members %d/%d"
1363	"Once you disband the guild"
1364	"All the items and zen in the guild vault will disappear"
1365	"Also the guild ranking information will disappear."
1366	"Would you like to disband the guild?"
1367	"Character '%s'"
1368	"Would you like to cancel the ranking?"
1369	"Would you like to release?"
1370	"To change the guild mark"
1371	"X zen and N Jewel of Bless is"
1372	"Required"
1373	"Would you like to change?"
1374	"Appointed"
1375	"Changed"
1376	"Cancelled"
1377	"Failed to join the guild alliance."
1378	"Failed to leave the guild alliance."
1379	"Hostile guild request was not approved."
1380	"Hostile guild withdrawal request was not approved."
1381	"Guild alliance registration is successful."
1382	"Guild alliance withdrawal is successful."
1383	"Hostile guild is connected."
1384	"Hostile guild is disconnected."
1385	"This does not belong to the guild."
1386	"No authorization"
1387	"Request to leave the guild alliance."
1388	"It cannot be used due to the distance."
1389	"Name"
1390	"Remaining hours %d:0%d"
1391	"Remaining seconds %d:%d"
1392	"It will start after %d seconds"
1393	"Tournament result"
1394	"VS"
1395	"Tie!"
1396	"Win"
1397	"Lose"
1400	"Weapon for Invading team"
1401	"Weapon for defending team"
1402	"Castle Gate 1"
1403	"Castle Gate 2"
1404	"Castle Gate 3"
1405	"Front yard"
1406	"Front yard1"
1407	"Front yard2"
1408	"Bridge"
1409	"Desired attacking location"
1410	"Select the button and press"
1411	"To shoot."
1412	"Create"
1413	"Potion of bless"
1414	"Potion of soul"
1415	"Life Stone"
1416	"Scroll of Guardian"
1417	"Damage +20%% increase effect"
1418	"Duration 60 seconds"
1419	"Only applicable for castle gate and statue"
1420	"No. of signs"
1421	"%u : %u : %u remained for the next stage."
1422	"Disband alliance"
1423	"%s guild from the alliance"
1424	""
1425	""
1426	""
1427	""
1428	"Castle Siege has been announced."
1429	"You have no ability"
1430	"To attack the castle."
1431	"Announcement qualification"
1432	"Guild master level above %d"
1433	""
1434	"Guild member above %d"
1435	"Announce"
1436	"Register the acquired sign."
1437	"Acquired no. of sign: %u"
1438	"Registered no. of sign: %u"
1439	"Register"
1440	"Announcement and registration period"
1441	"has ended."
1442	"Truce period."
1443	"On %d %d, 3 pm,"
1444	"Castle Siege will start"
1445	"Guard NPC"
1446	"Official seal of king: %s"
1447	"Affiliated guild: %s"
1448	"Status"
1449	"List"
1450	"[HACKSHIELD] (AHNHS_ENGINE_DETECT_GAME_HACK)"
1451	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_SPEEDHACK)"
1452	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_KDTRACE)"
1453	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_AUTOMOUSE)"
1454	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_DRIVERFAILED)"
1455	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_HOOKFUNCTION)"
1456	"[HACKSHIELD] (AHNHS_ACTAPC_DETECT_MESSAGEHOOK)"
1458	"Failed to select the siege weapon"
1459	"Failed to fire the siege weapon"
1460	"Archer"
1461	"Spearman"
1462	"Place Life Stone"
1463	"Attacking speed +25 increase effect"
1464	"Duration 30 seconds"
1465	"Only applicable for castle gate and statue"
1466	"Increase critical damage rate"
1467	"Can use additional skill"
1468	"Can't move"
1469	"Maximum mana will increase"
1470	"It will appear as transparent mode"
1471	"Attacking skill will increase +20%%"
1472	"Attacking speed will increase +20"
1473	"Can use the skill"
1474	"The skill can only be changed in Guild Battle and Castle Siege"
1475	"Castle Gate Switch"
1476	"Can command to open or close "
1477	"the castle gate in front "
1478	"Be careful! It might be beneficial to the enemy"
1479	"Open"
1480	"Receive skill from %s"
1481	"Can only be used for %d seconds"
1482	"This is a master skill in Guild Battle and Castle Siege"
1483	"Can be used when the %d KillCount is completed"
1484	"Crown Switch has been released!"
1485	"Crown Switch has been activated!"
1486	"Character %s is"
1487	"Character is"
1488	"already pressing %s"
1489	"Official seal registration will start"
1490	"Official seal registration is successful"
1491	"Official seal registration is failed"
1492	"Another character is registering the official seal"
1493	"Shield of the crown has been removed"
1494	"Shield of the crown has been activated"
1495	"Official seal registration is successful"
1496	"%s alliance is trying to register the official seal now"
1497	"%s guild has registered the official seal successfully"
1498	"Are you really want to quit the Siege Wargare?"
1499	"Shoot"
1500	"Castle information failed"
1501	"Unusual castle information"
1502	"Castle guild is disappeared"
1503	"Failed to register for Castle Siege"
1504	"Castle Siege registration is successful"
1505	"Already registered in Castle Siege."
1506	"You belong to the guild of the defending team."
1507	"Incorrect guild."
1508	"Guild master's level is insufficient."
1509	"No affiliated guild."
1510	"It's not a registration period for Castle Siege."
1511	"Number of guild members is lacking."
1512	"Surrendering Castle Siege has failed."
1513	"Surrendering Castle Siege is successful."
1514	"This guild is not registered in Castle Siege."
1515	"It's not a surrendering period for Castle Siege."
1516	"Registration of sign has failed."
1517	"This guild has not participated in Castle Siege."
1518	"Incorrect item was registered."
1519	"Failed to purchase."
1520	"Purchasing cost is insufficient."
1521	"Jewel is lacking."
1522	"Incorrect type."
1523	"Incorrect requested value."
1524	"NPC does not exist."
1525	"Acquiring tax rate information has failed"
1526	"Changing tax rate information has failed"
1527	"Withdrawal failed"
1528	"No. Reg."
1529	"Stat"
1530	"Order"
1531	"Failed"
1532	"Processing"
1533	"Starting %u-%u-%u %u : %u"
1534	"untill %u-%u-%u %u : %u"
1535	"Siege period is over."
1536	"Siege registration period."
1537	"Standby period for sign registration."
1538	"Period for sign registration."
1539	"Standby period for announcement."
1540	"Announcement period."
1541	"Siege preparation period."
1542	"Siege period."
1543	"Truce period."
1544	"Siege is over."
1545	"Expected siege period is"
1546	"%u-%u-%u %u : %u."
1547	"Announced"
1548	"Standby period for sign registration."
1549	"Abandon Castle Siege"
1550	"Improve"
1551	"To purchase selected castle gate"
1552	"To repair selected castle gate"
1553	"%d Guardian jewel and %d zen are required."
1554	"Would you like to repair?"
1555	"Upgrading the durability of selected castle gate"
1556	"Upgrading the defensive power of selected castle gate"
1557	"Purchase and repair"
1558	"Buy"
1559	"Repair"
1560	"DUR : %d/%d"
1561	"DP : %d"
1562	"RR : %d%%"
1563	"DUR +%d"
1564	"DP +%d"
1565	"RR +%d%%"
1566	"Chaos mix goblin tax rate %d%%"
1567	"Various NPC tax rate %d%%"
1568	"Apply?"
1569	"Enter the deposit amount."
1570	"(Maximum 15,000,000 Zen)"
1571	"Enter the withdrawal amount."
1572	"Adjust tax rate"
1573	"Chaos mix goblin: %d(%d)%%"
1574	"NPC: %d(%d)%%"
1575	"Only the lord of the castle"
1576	"can adjust the tax rate."
1577	"Tax adjustment available"
1578	"during Truce Period."
1579	"Maximum Tax rates: 3%%"
1580	"NPCs include"
1581	"Elf Lala, Potion Girl"
1582	"Wizard, Arena Guard"
1583	"and etc."
1584	"Retaining zen of castle: %I64d"
1585	"Tax belongs to the castle"
1586	"and can be used"
1587	"to operate the castle."
1588	"Senior NPC"
1589	"Castle Gate"
1590	"Guardian Statue"
1591	"Tax"
1592	"Entrance fee setting"
1593	"Enter"
1594	"Enter the entrance fee."
1595	"(Maximum 100,000 Zen)"
1596	"Guard NPC"
1597	"Entrance restriction"
1598	"Open it to non-members."
1599	"Entrance fee setting"
1600	"Entrance fee range: 0 ~ %s zen"
1601	"for setting"
1602	"Entrance fee : %s Zen"
1603	"Camp"
1604	"Maintain"
1605	"Invading team"
1606	"Defending team"
1607	"Maintain"
1608	"Assist"
1609	"Has not been confirmed yet."
1610	"To purchase selected statue"
1611	"To repair selected statue"
1612	"Would you like to purchase?"
1613	"Upgrading durability of selected castle gate"
1614	"Upgrading defensive power of selected statue"
1615	"Upgrading recovery power of selected statue"
1616	"Already exists."
1617	"%d zen is required."
1618	"(Increase unit:%s zen)"
1619	"Confirm"
1620	"Purchasing price: %s(%s)"
1621	"Item Mix (tax rate: %d%%)"
1622	"Required zen: %s(%s)"
1623	"Tax rate: %d%% (changed in real-time)"
1624	"Only the guild members"
1625	"are allowed to enter."
1626	"is allowed"
1627	"Entering is not allowed"
1628	"Insufficient zen for entering"
1629	"Approval from the lord of a castle is required"
1630	"for entering"
1631	"Please go back"
1632	"Entrance fee %szen"
1633	"Pay entrance fee to enter"
1634	"Would you like to enter?"
1635	"Disband of alliance (guild) or request for alliance is not allowed during the siege period"
1636	"Required zen for potion: %s(%s)"
1637	"Alliance function will be restricted due to the Castle Siege."
1638	"Increase +8 AG recovery speed"
1639	"Increase resistance of Lightning and Ice"
1640	"Store"
1641	"Empty the items in castle lord's store."
1642	"Can only be used by a Castle lord"
1643	"There should be a 4x5 empty space."
1644	"Brave one,"
1645	"now you have become"
1646	"a lord of the castle."
1647	"May the blessings"
1648	"of the guardian"
1649	"be upon you."
1650	"Blue lucky pouch"
1651	"Red lucky pouch"
1652	"Free entrance to Kalima"
1653	"Increase stamina"
1654	"You can't delete the character that belongs to the guild"
1655	"Insert 30 Jewel of guardian and a bundle of Jewel of bless, Jewel of soul"
1656	"and click on the combine button"
1657	"to get an item."
1658	"Werewolf Guardsman"
1659	"'Do you even know about me? I've been both blessed and cursed from Lugard. You may be helped if you are appropriately qualified."
1660	"If you have passed through the Apostle Devin's test, Werewolf Guardsman will send you and your party members Balgass' Barrack."
1661	"In order to receive help from Werewolf Guardsman; you must pay him 3,000,000 Zen."
1662	"Gatekeeper"
1663	"'Hmm, who are you? I'm confused. Are you even approved of Balgass?"
1664	"Lugadr's 12 apostles are helping by blinding the gatekeeper by the road to Balgass' Resting Place."
1665	"Ingredients for the 3rd wing assembly."
1666	"Condor's feather"
1667	"3rd wing"
1668	"Blade Master"
1669	"Grand Master"
1670	"High Elf"
1671	"Dual Master"
1672	"Lord Emperor"
1673	"Return's the enemy's attack power in %d%%"
1674	"Complete recovery of life in %d%% rate"
1675	"Complete recover of Mana in %d%% rate"
1676	"You must be located closely together in order to enter Balgass' Barrack at once."
1677	"Apostle Devin's third mission request enables entrance into the resting place."
1678	"Balgass' Barrack"
1679	"Balgass' Resting Place"
1680	"Fenrir's Horn, Scroll of Blood, Condor's Feather"
1681	"Regular chat"
1682	"Party chat"
1683	"Guilt chat"
1684	"Whisper block: On/Off"
1685	"System message pop-up"
1686	"Chat window background On/Off (F5)"
1687	"Summoner"
1688	"Bloody Summoner"
1689	"Dimension Master"
1690	"Strong mentality and excellent insight creates the most powerful curse spell. Also this item pulls out another world summoners a"
1691	"Curse Spell increment %d%%"
1692	"Curse Spell: %d ~ %d"
1693	" Curse Spell: %d ~ %d(+%d)"
1694	" Curse Spell: %d ~ %d"
1695	"Explosion Skill (Mana: %d)"
1696	"Requiem (Mana: %d)"
1697	"Additional Curse Spell +%d"
1698	"You can connect only from PC Bang"
1699	"Season 2 Test(PC Bang)"
1700	"Create a character"
1701	"Força"
1702	"Agilidade"
1703	"Vitalidade"
1704	"Energia"
1705	"Kingdom of wizards, descendant of Arka. He has a inferior physical condition but has a enormous power and can command attacking "
1706	"Kingdom of knights, descendant of Lorencia.With a powerful strength and swordsmanship he can handle most of the close-range weap"
1707	"Kingdom of elves, descendants of Noria. A master of arrows and bows and commands various spells."
1708	"Complex character that has a characteristics of the Dark knight and Dark wizard. Master in a close-range combat and can command "
1709	"Charismatic character that can command the troops and handle the Dark spirit and Dark horse."
1710	"Gameplay should be kept in moderation."
1711	"Character level above %d cannot be deleted."
1712	"Would you like to delete %s character?"
1713	"Please enter your WEBZEN.COM password."
1714	"Character was deleted successfully."
1715	"It contains prohibited words."
1716	"Incorrect character name was entered or same character name exists."
1717	"Re Arl is an ancient language that means a fallen angel and the one who gets this wing will have a cursed destiny that will harm"
1718	"Originated from the God of lights Lugard, Lugard is ruler of the heaven and absolute god of lights."
1719	"Muren is one of the heroes who sealed Secrarium and united the continent who became the first emperor of the empire."
1720	"It was originated from the Saint of Muren, Lax Milon which mean the 'person who are loved'."
1721	"It was originated from the Greatest magic gladiator Gion who was in favor of Muren but Gion betrays Muren later on."
1722	"Rune is one of the heroes who sealedSecrarium and she is the leader of the elves and was a queen of Noria."
1723	"Siren is being called as a 'Guide star' which is the only star that does not change its location and became an index of directio"
1724	"Elka is a member of the Gods of Lugard and is a merciful Goddess of luck and peace."
1725	"Titan is a giant who guards Cathawthorm where the Kundun is sealed and it was created by Eturamu to protect the sealed stone."
1726	"Moa is a legendary island away from the continent and is a mysterious place that no one can enter."
1727	"It was originated from Usera, the Hierophant of Garuda clan. Usera helped Runedil to let Kilian succeed to the throne."
1728	"It was originated from Tarkan, the desert of death. Tar means 'desert sand' in ancient language."
1729	"Atlans is an underwater city created by the people of Kantur and it had more glorious civilization than the homeland Kantur."
1730	"'It's an acronym of ancient language 'Taruta De Rasa' which means 'the most intelligent man under the sky' and being used to cal"
1731	"Nakal epitaph was discovered by the historians that shows the epics of 3 heroes in action during the 2nd Demogorgon Wars."
1732	"It was originated from the Greatest wizard Eturamu and he gave his life to protect the sealed stone.."
1733	"Kara is the first queen of Noria which means the 'Greatest elf' in ancient language."
1734	"'Star of destiny'. This star shares a fate with the MU continent and it alerts the evil spirits in the continent."
1735	"Ancient civilization from the MU continent.The existence of this civilization has been a controversy between the historians."
1736	"Enormous magic stone at the center of the underground city Kantur. People in Kantur calls this magic stone as Maya."
1737	"This is a test server."
1738	"Command"
1739	"Long gmae time may be harmful to your health"
1740	"Like studying, you need rest after a certain time of game play."
1741	"System (Esc)"
1742	"Help (F1)"
1743	"Move (M)"
1744	"Menu (U)"
1745	"Master"
1746	"Master level: %d"
1747	"Level point: %d"
1748	"EXP:%I64d / %I64d"
1749	"Master skill tree (A)"
1750	"Master EXP achievement %d "
1751	"Peace: %d"
1752	"Wisdom: %d"
1753	"Overcome: %d"
1754	"Mystery: %d"
1755	"Protection: %d"
1756	"Bravery: %d"
1757	"Anger: %d"
1758	"Hero: %d"
1759	"Blessing: %d"
1760	"Salvation: %d"
1761	"Storm: %d"
1762	"Faith: %d"
1763	"Solidity: %d"
1764	"Fighting Spirit: %d"
1765	"Ultimatum: %d"
1766	"Victory: %d"
1767	"Determination: %d"
1768	"Justice: %d"
1769	"Conquer: %d"
1770	"Glory: %d"
1771	"Would you like to strengthen the skill?"
1772	"Master level point requirement: %d"
1773	"Present investment point: %d"
1774	"Level: %d"
1775	"Strengthener point requirement: %d"
1776	"%d%% increment"
1777	"%d increment"
1778	"The %d plaza (master level)"
1779	"The %d castle (master level)"
1780	"Maximum Mana/%d recovery"
